,Unnamed: 0,Error,Energy,Iteration,Cost,Method,Architecture,Volume,SD,Total_Cost
52,52,0.38873783869071055,0.8001274998772175,52,18.1,PAL,BERT-IMDB,0.7294415580886453,0.004359858108396071,959.3000000000008
53,53,0.5547417232003736,0.1872554864861004,53,18.1,PAL,BERT-IMDB,0.7294415580886453,0.009292624858957564,977.4000000000008
54,54,0.3463171252862922,0.5552314908705953,54,18.1,PAL,BERT-IMDB,0.7294415580886452,0.008208001398595515,995.5000000000008
55,55,0.3906806633439199,0.35839918296851475,55,18.1,PAL,BERT-IMDB,0.7294415580886452,0.006457262153219067,1013.6000000000008
56,56,0.4346886293796144,0.4998026567760281,56,18.1,PAL,BERT-IMDB,0.7294415580886452,0.006506699962857144,1031.7000000000007
57,57,0.4626143383548178,0.7740777825304503,57,18.1,PAL,BERT-IMDB,0.7294415580886452,0.008896237801130663,1049.8000000000006
58,58,0.4113800335102392,0.9431882919911012,58,18.1,PAL,BERT-IMDB,0.7294415580886452,0.0011377519071474596,1067.9000000000005
59,59,0.2670609416854665,0.8447404623668644,59,18.1,PAL,BERT-IMDB,0.7294415580886452,0.006618387802300777,1086.0000000000005
60,60,0.2461560178296363,0.3287498517882325,60,18.1,PAL,BERT-IMDB,0.7294415580886451,0.008556750498616282,1104.1000000000004
61,61,0.5363851771891379,0.896000313573593,61,18.1,PAL,BERT-IMDB,0.7294415580886451,0.005200173923796224,1122.2000000000003
62,62,0.2871387011630923,0.9587380639367769,62,18.1,PAL,BERT-IMDB,0.7294415580886451,0.008958731922036505,1140.3000000000002
63,63,0.2824911035291304,0.3751163530491042,63,18.1,PAL,BERT-IMDB,0.7294415580886451,0.0033907639619735397,1158.4
64,64,0.4772548867731906,0.8067438538365096,64,18.1,PAL,BERT-IMDB,0.7294415580886451,0.0022762062848365123,1176.5
65,65,0.41400196912042575,0.4861379136938874,65,18.1,PAL,BERT-IMDB,0.7294415580886452,0.0016696874412927619,1194.6
66,66,0.35624432418793184,0.6031516217668762,66,18.1,PAL,BERT-IMDB,0.7294415580886452,0.006602520284209221,1212.6999999999998
67,67,0.44364863486030587,0.5732313194319676,67,18.1,PAL,BERT-IMDB,0.7294415580886452,0.0005503564671266115,1230.7999999999997
68,68,0.35456816778848993,0.9766544857675796,68,18.1,PAL,BERT-IMDB,0.7294415580886452,0.009066235768296795,1248.8999999999996
69,69,0.3995656548586404,0.6824399477769899,69,18.1,PAL,BERT-IMDB,0.7294415580886452,0.0025800665277680435,1266.9999999999995
70,70,0.3661533829661697,0.7107254718190509,70,18.1,PAL,BERT-IMDB,0.7294415580886452,0.0037554705983545967,1285.0999999999995
71,71,0.2361468281904264,0.7237690449867741,71,18.1,PAL,BERT-IMDB,0.7294415580886452,0.00752336894254757,1303.1999999999994
72,72,0.224616477543052,0.20820024882771693,72,18.1,PAL,BERT-IMDB,0.7296909013320801,0.009784789469169448,1321.2999999999993
73,73,0.5068176647183605,0.8040245695245385,73,18.1,PAL,BERT-IMDB,0.7296909013320799,0.009235875862235366,1339.3999999999992
74,74,0.2688567212203921,0.9073361478287684,74,18.1,PAL,BERT-IMDB,0.7296909013320799,0.004712930963237808,1357.499999999999
75,75,0.3430836040868798,0.7736920000648304,75,18.1,PAL,BERT-IMDB,0.7296909013320801,0.006827540392538539,1375.599999999999
76,76,0.2437233232592495,0.22652502803922145,76,18.1,PAL,BERT-IMDB,0.7296909013320801,0.007002739923002268,1393.699999999999
77,77,0.33780320553724913,0.6597574591544844,77,18.1,PAL,BERT-IMDB,0.7296909013320801,0.005936593242516042,1411.7999999999988
78,78,0.4401706028111361,0.2082931525510424,78,18.1,PAL,BERT-IMDB,0.7296909013320801,4.3215677355690204e-06,1429.8999999999987
79,79,0.4656968865600277,0.5586150264210786,79,18.1,PAL,BERT-IMDB,0.7296909013320801,0.008854321869841803,1447.9999999999986
80,80,0.4983666743174627,0.2599747142825628,80,18.1,PAL,BERT-IMDB,0.7296909013320801,0.005923188386455129,1466.0999999999985
81,81,0.27803100631481953,0.7279519699870686,81,18.1,PAL,BERT-IMDB,0.7296909013320801,0.0022382924655148647,1484.1999999999985
82,82,0.3713824005177716,0.6706536314572762,82,18.1,PAL,BERT-IMDB,0.7296909013320801,0.0013247763807406364,1502.2999999999984
83,83,0.4530082713148758,0.8378956594707209,83,18.1,PAL,BERT-IMDB,0.7296909013320799,0.008497510953467095,1520.3999999999983
84,84,0.4458750679688279,0.4212881873562324,84,18.1,PAL,BERT-IMDB,0.7296909013320799,0.009250658451763205,1538.4999999999982
85,85,0.5286740461714421,0.8721333549899728,85,18.1,PAL,BERT-IMDB,0.7296909013320799,0.0005168568299805689,1556.599999999998
86,86,0.4642674778893869,0.21529322227343384,86,18.1,PAL,BERT-IMDB,0.7296909013320799,0.00940202174984734,1574.699999999998
87,87,0.25414741428441034,0.9393926939536223,87,18.1,PAL,BERT-IMDB,0.7296909013320799,0.007812701307046742,1592.799999999998
88,88,0.22243898506787,0.21138967731133604,88,18.1,PAL,BERT-IMDB,0.7298873296473376,0.008187785660430939,1610.8999999999978
89,89,0.20745687702248,0.223490816669061,89,18.1,PAL,BERT-IMDB,0.7310575424625468,0.00022337514733158042,1628.9999999999977
90,90,0.237990144018889,0.13836782850935198,90,18.1,PAL,BERT-IMDB,0.7322913477985983,0.005214914484416137,1647.0999999999976
91,91,0.282319691941825,0.102864081534157,91,18.1,PAL,BERT-IMDB,0.7338596515230165,0.0075267320624730705,1665.1999999999975
92,92,0.3870912373532833,0.33586133861194706,92,18.1,PAL,BERT-IMDB,0.7338596515230165,0.009783337156001128,1683.2999999999975
93,93,0.30443487963684257,0.2880295522083037,93,18.1,PAL,BERT-IMDB,0.7338596515230166,0.009862341548356288,1701.3999999999974
94,94,0.2613665440659655,0.21177827030604685,94,18.1,PAL,BERT-IMDB,0.7338596515230166,0.005303218115825041,1719.4999999999973
95,95,0.304318954049208,0.7993031411652002,95,18.1,PAL,BERT-IMDB,0.7338596515230166,0.0006016071435222116,1737.5999999999972
96,96,0.3787617177019647,0.5066573243198118,96,18.1,PAL,BERT-IMDB,0.7338596515230166,0.000845609202204114,1755.699999999997
97,97,0.4167255923852197,0.369187282798326,97,18.1,PAL,BERT-IMDB,0.7338596515230166,0.006744060339394371,1773.799999999997
98,98,0.5224602670590783,0.5693045272324637,98,18.1,PAL,BERT-IMDB,0.7338596515230165,0.0007737059623190879,1791.899999999997
99,99,0.454153814948664,0.9952339903791252,99,18.1,PAL,BERT-IMDB,0.7338596515230165,0.007383773511128139,1809.9999999999968
100,100,0.26164924312407906,0.998331029025778,100,18.1,PAL,BERT-IMDB,0.7338596515230165,0.003164570047405444,1828.0999999999967
101,101,0.3174770497797943,0.5372937222697766,101,18.1,PAL,BERT-IMDB,0.7338596515230165,0.009718268990480576,1846.1999999999966
102,102,0.500033580800274,0.8358337149445237,102,18.1,PAL,BERT-IMDB,0.7338596515230165,0.008171761296932284,1864.2999999999965
103,103,0.2653268408981782,0.6891067596647411,103,18.1,PAL,BERT-IMDB,0.7338596515230165,0.002394172821583055,1882.3999999999965
104,104,0.2459475269915645,0.5944256257466282,104,18.1,PAL,BERT-IMDB,0.7338596515230165,0.000499906759196197,1900.4999999999964
105,105,0.2820829532738754,0.3143177880780215,105,18.1,PAL,BERT-IMDB,0.7338596515230165,0.006964638042665735,1918.5999999999963
106,106,0.2343397723264728,0.3214494332773033,106,18.1,PAL,BERT-IMDB,0.7338596515230165,0.00936525592985021,1936.6999999999962
107,107,0.3354041019705518,0.8713815894801995,107,18.1,PAL,BERT-IMDB,0.7338596515230166,0.009288592632714749,1954.799999999996
108,108,0.26514441943598993,0.799525100861855,108,18.1,PAL,BERT-IMDB,0.7338596515230167,0.009120991479088977,1972.899999999996
109,109,0.3864896361108677,0.4434031491290497,109,18.1,PAL,BERT-IMDB,0.7338596515230167,0.0020711453209024434,1990.999999999996
110,110,0.4981515079692966,0.8210652808611745,110,18.1,PAL,BERT-IMDB,0.7338596515230166,0.0030760811410687604,2009.0999999999958
111,111,0.5190937023024684,0.2516294382292399,111,18.1,PAL,BERT-IMDB,0.7338596515230166,0.007000251326198449,2027.1999999999957
112,112,0.5032562780031875,0.9554039148385676,112,18.1,PAL,BERT-IMDB,0.7338596515230166,0.00402295140903118,2045.2999999999956
113,113,0.5541859685002773,0.6331455915224482,113,18.1,PAL,BERT-IMDB,0.7338596515230166,0.0050484850968126604,2063.3999999999955
114,114,0.45370914496764503,0.31708987322033144,114,18.1,PAL,BERT-IMDB,0.7338596515230166,0.0020258916895418487,2081.4999999999955
115,115,0.3090785368789761,0.4959912233962348,115,18.1,PAL,BERT-IMDB,0.7338596515230165,0.0017667626384596335,2099.5999999999954
116,116,0.4880958091750159,0.7525534338447731,116,18.1,PAL,BERT-IMDB,0.7338596515230166,0.004534043781263637,2117.6999999999953
117,117,0.5196226878359815,0.9670275909529772,117,18.1,PAL,BERT-IMDB,0.7338596515230166,0.0007155045648332336,2135.799999999995
118,118,0.31409879463811563,0.902248632092077,118,18.1,PAL,BERT-IMDB,0.7338596515230166,0.007578814376619574,2153.899999999995
119,119,0.5198949596462367,0.7073927891934326,119,18.1,PAL,BERT-IMDB,0.7338596515230166,0.0005921114432553974,2171.999999999995
120,120,0.4028153144793999,0.3230846877963066,120,18.1,PAL,BERT-IMDB,0.7338596515230166,0.0024203602333075715,2190.099999999995
121,121,0.29893616455940664,0.9966185751468428,121,18.1,PAL,BERT-IMDB,0.7338596515230166,0.007590427654034639,2208.199999999995
122,122,0.3749955911681121,0.2282079508273251,122,18.1,PAL,BERT-IMDB,0.7338596515230166,0.005020904629803368,2226.2999999999947
123,123,0.3749221674695145,0.4095550976813701,123,18.1,PAL,BERT-IMDB,0.7338596515230166,0.008473689186195977,2244.3999999999946
124,124,0.3140247826270116,0.8601177083826567,124,18.1,PAL,BERT-IMDB,0.7338596515230166,0.008624607736348874,2262.4999999999945
125,125,0.4024847184556015,0.96877717649746,125,18.1,PAL,BERT-IMDB,0.7338596515230166,0.0019154936214676843,2280.5999999999945
126,126,0.243671512762715,0.12004026330911699,126,18.1,PAL,BERT-IMDB,0.7345679785467921,0.0009938743569842057,2298.6999999999944
127,127,0.2384529631953817,0.2997408931851877,127,18.1,PAL,BERT-IMDB,0.7345679785467921,0.002008561719756814,2316.7999999999943
128,128,0.3096771279908008,0.9172478690091712,128,18.1,PAL,BERT-IMDB,0.7345679785467921,0.006974867600619758,2334.899999999994
129,129,0.28813720429852524,0.9914083208351694,129,18.1,PAL,BERT-IMDB,0.7345679785467921,0.004642334508228452,2352.999999999994
130,130,0.5285763758367548,0.6570725863807685,130,18.1,PAL,BERT-IMDB,0.7345679785467921,0.0027723449955239844,2371.099999999994
131,131,0.3982985640362581,0.3359275804224536,131,18.1,PAL,BERT-IMDB,0.7345679785467921,0.009936554057176795,2389.199999999994
132,132,0.39259979127610617,0.9893602309973704,132,18.1,PAL,BERT-IMDB,0.7345679785467921,0.004604703021548711,2407.299999999994
133,133,0.25121923655489603,0.111953376037181,133,18.1,PAL,BERT-IMDB,0.7348194844236121,0.006778875021264179,2425.3999999999937
134,134,0.2472837421937089,0.4927480120805639,134,18.1,PAL,BERT-IMDB,0.7348194844236121,0.0070320316134328325,2443.4999999999936
135,135,0.3871593289491436,0.31855711295987377,135,18.1,PAL,BERT-IMDB,0.7348194844236121,0.0013966984292410002,2461.5999999999935
136,136,0.4833938208395848,0.549052435540897,136,18.1,PAL,BERT-IMDB,0.7348194844236121,0.009333218224719327,2479.6999999999935
137,137,0.3490522059142852,0.4330741534443821,137,18.1,PAL,BERT-IMDB,0.7348194844236121,0.005607170290374227,2497.7999999999934
138,138,0.4417002570305257,0.8649137407998729,138,18.1,PAL,BERT-IMDB,0.7348194844236121,0.008820707635145872,2515.8999999999933
139,139,0.5073493145488803,0.4680342687966635,139,18.1,PAL,BERT-IMDB,0.7348194844236121,0.004522932139706629,2533.999999999993
140,140,0.4872168128386089,0.8735587552388739,140,18.1,PAL,BERT-IMDB,0.7348194844236121,0.009701475983588413,2552.099999999993
141,141,0.30386902268940386,0.8052706596412791,141,18.1,PAL,BERT-IMDB,0.7348194844236121,0.009006217672670316,2570.199999999993
142,142,0.4070589653131289,0.4622058065698874,142,18.1,PAL,BERT-IMDB,0.7348194844236121,0.00978988170466872,2588.299999999993
143,143,0.4707167869085892,0.8324865159130529,143,18.1,PAL,BERT-IMDB,0.7348194844236121,0.006864125891329319,2606.399999999993
144,144,0.4670254138952002,0.7098631656898959,144,18.1,PAL,BERT-IMDB,0.7348194844236121,0.0037140104725668266,2624.4999999999927
145,145,0.502315388996458,0.2743578903143802,145,18.1,PAL,BERT-IMDB,0.7348194844236121,0.0005497583847808307,2642.5999999999926
146,146,0.3504231350868517,0.3938749536494766,146,18.1,PAL,BERT-IMDB,0.7348194844236121,0.009216284880430794,2660.6999999999925
147,147,0.4187987377876812,0.9642272461929486,147,18.1,PAL,BERT-IMDB,0.7348194844236121,0.00010624633132724437,2678.7999999999925
148,148,0.5380251764368347,0.9021373459057499,148,18.1,PAL,BERT-IMDB,0.7348194844236121,0.001964684668808162,2696.8999999999924
149,149,0.521599359963689,0.4738037553965651,149,18.1,PAL,BERT-IMDB,0.7348194844236121,0.007505925969033817,2714.9999999999923
150,150,0.4522006414931178,0.9387022604268944,150,18.1,PAL,BERT-IMDB,0.7348194844236121,0.00780718647081568,2733.099999999992
151,151,0.4920083242673309,0.4533299485037453,151,18.1,PAL,BERT-IMDB,0.7348194844236121,0.0054831340957032645,2751.199999999992
152,152,0.4855900996465677,0.9015745623106948,152,18.1,PAL,BERT-IMDB,0.7348194844236121,0.009972894036664626,2769.299999999992
153,153,0.4473820776337312,0.8633252144682084,153,18.1,PAL,BERT-IMDB,0.7348194844236121,0.004395353012863832,2787.399999999992
154,154,0.31994668240896496,0.9344516869398248,154,18.1,PAL,BERT-IMDB,0.7348194844236121,0.005776263064755022,2805.499999999992
155,155,0.32915567430196313,0.7099891262371829,155,18.1,PAL,BERT-IMDB,0.7348194844236119,0.0058585399914991365,2823.5999999999917
156,156,0.3219712754334064,0.7440744343901426,156,18.1,PAL,BERT-IMDB,0.7348194844236119,0.009951318371026441,2841.6999999999916
157,157,0.27185802908585466,0.7865931292678517,157,18.1,PAL,BERT-IMDB,0.7348194844236119,0.0027241277752348405,2859.7999999999915
158,158,0.22648183090263505,0.19537731535642397,158,18.1,PAL,BERT-IMDB,0.7348297983439339,0.004086121530352599,2877.8999999999915
159,159,0.4891705325644094,0.294544099513267,159,18.1,PAL,BERT-IMDB,0.7348297983439338,0.007624507249699398,2895.9999999999914
160,160,0.4364858015049461,0.7708809326146334,160,18.1,PAL,BERT-IMDB,0.7348297983439338,0.009826252160703023,2914.0999999999913
161,161,0.2499786382746414,0.5533670666833466,161,18.1,PAL,BERT-IMDB,0.7348297983439338,0.002339230291398786,2932.199999999991
162,162,0.43321486066871984,0.9955959750671362,162,18.1,PAL,BERT-IMDB,0.7348297983439338,0.0007016789856872308,2950.299999999991
163,163,0.2701416522692873,0.3665215319161469,163,18.1,PAL,BERT-IMDB,0.7348297983439338,5.546894676533243e-05,2968.399999999991
164,164,0.3386941668360941,0.4841390462897258,164,18.1,PAL,BERT-IMDB,0.7348297983439338,0.0022018380441958447,2986.499999999991
165,165,0.2973600266803116,0.919505625309443,165,18.1,PAL,BERT-IMDB,0.7348297983439339,0.007874767501675208,3004.599999999991
166,166,0.18154044314175602,0.23150135520634196,166,18.1,PAL,BERT-IMDB,0.7366464578244274,0.008314142552651744,3022.6999999999907
167,167,0.5024917719330226,0.8849583998899827,167,18.1,PAL,BERT-IMDB,0.7366464578244274,0.005953586408379209,3040.7999999999906
168,168,0.2424116852383593,0.7559788802927532,168,18.1,PAL,BERT-IMDB,0.7366464578244275,0.00024812057550518523,3058.8999999999905
169,169,0.3394922368257685,0.34097467678894045,169,18.1,PAL,BERT-IMDB,0.7366464578244275,0.0032280227470060873,3076.9999999999905
170,170,0.4552197151336461,0.4554213794198589,170,18.1,PAL,BERT-IMDB,0.7366464578244275,0.0010736918360638806,3095.0999999999904
171,171,0.3268734119492036,0.8874485399641112,171,18.1,PAL,BERT-IMDB,0.7366464578244274,0.003739324431281276,3113.1999999999903
172,172,0.5262318711566479,0.7614246743670446,172,18.1,PAL,BERT-IMDB,0.7366464578244274,0.0005020002664742961,3131.29999999999
173,173,0.37339762230259055,0.4922052217532548,173,18.1,PAL,BERT-IMDB,0.7366464578244274,0.002785135193456668,3149.39999999999
174,174,0.26035673283621025,0.7757060927603979,174,18.1,PAL,BERT-IMDB,0.7366464578244274,0.004491003112126061,3167.49999999999
175,175,0.3549562870605709,0.7005016762107794,175,18.1,PAL,BERT-IMDB,0.7366464578244274,0.009017872564042092,3185.59999999999
176,176,0.496479230162623,0.6522369786028921,176,18.1,PAL,BERT-IMDB,0.7366464578244274,0.004799650340984765,3203.69999999999
177,177,0.4071971691427601,0.7550443378899515,177,18.1,PAL,BERT-IMDB,0.7366464578244273,0.004463063204108492,3221.7999999999897
178,178,0.4828321743316602,0.8569081659044446,178,18.1,PAL,BERT-IMDB,0.7366464578244273,0.005610043848328243,3239.8999999999896
179,179,0.43113333177818747,0.3212893823715043,179,18.1,PAL,BERT-IMDB,0.7366464578244273,0.001967354257502091,3257.9999999999895
180,180,0.4559319676304756,0.2093121285126875,180,18.1,PAL,BERT-IMDB,0.7366464578244273,1.985570048884666e-06,3276.0999999999894
181,181,0.4268744074549321,0.525286751093069,181,18.1,PAL,BERT-IMDB,0.7366464578244273,0.008747900104487198,3294.1999999999894
182,182,0.3301546022041792,0.9667313699471372,182,18.1,PAL,BERT-IMDB,0.7366464578244273,0.0057362176162134215,3312.2999999999893
183,183,0.5419024662145717,0.4751803509073983,183,18.1,PAL,BERT-IMDB,0.7366464578244273,0.0088109260004693,3330.399999999989
184,184,0.5165616021709135,0.8147016882639829,184,18.1,PAL,BERT-IMDB,0.7366464578244273,0.0038603847195645244,3348.499999999989
185,185,0.3334845454776577,0.2657018100987553,185,18.1,PAL,BERT-IMDB,0.7366464578244273,0.001039375641042023,3366.599999999989
186,186,0.4986714247973954,0.9322613414555164,186,18.1,PAL,BERT-IMDB,0.7366464578244273,0.0008745917261012981,3384.699999999989
187,187,0.3462591266680855,0.4391959621680457,187,18.1,PAL,BERT-IMDB,0.7366464578244273,0.0004029922681350862,3402.799999999989
188,188,0.4498144230631707,0.5816499019129566,188,18.1,PAL,BERT-IMDB,0.7366464578244273,0.0003698013333184435,3420.8999999999887
189,189,0.4071782805568704,0.4970920223490127,189,18.1,PAL,BERT-IMDB,0.7366464578244274,0.0015910594620404065,3438.9999999999886
190,190,0.2972009959741494,0.9208677134462426,190,18.1,PAL,BERT-IMDB,0.7366464578244274,9.378680907811244e-05,3457.0999999999885
191,191,0.4182029909596591,0.5528579665956171,191,18.1,PAL,BERT-IMDB,0.7366464578244274,0.0029362649528048746,3475.1999999999884
192,192,0.25172035922542424,0.6599735494564485,192,18.1,PAL,BERT-IMDB,0.7366464578244274,0.00530015898145551,3493.2999999999884
193,193,0.25411892288054194,0.9348840568424872,193,18.1,PAL,BERT-IMDB,0.7366464578244274,0.005983819964431829,3511.3999999999883
194,194,0.35277545285774703,0.6770521950676518,194,18.1,PAL,BERT-IMDB,0.7366464578244274,0.009078201516705162,3529.499999999988
195,195,0.4789308925543527,0.286827741362902,195,18.1,PAL,BERT-IMDB,0.7366464578244274,0.003640907902122879,3547.599999999988
196,196,0.2479897029408939,0.5630398377254766,196,18.1,PAL,BERT-IMDB,0.7366464578244274,0.00675525293983147,3565.699999999988
197,197,0.4761084522007401,0.24157667377684985,197,18.1,PAL,BERT-IMDB,0.7366464578244274,0.0038534525508101313,3583.799999999988
198,198,0.3377124982443103,0.8064786054131065,198,18.1,PAL,BERT-IMDB,0.7366464578244273,0.0008017434422530501,3601.899999999988
199,199,0.275395312335398,0.29605289937290635,199,18.1,PAL,BERT-IMDB,0.7366464578244273,0.0048714216886056975,3619.9999999999877
200,0,0.3977982496360368,0.2977144412807628,0,18.1,PESMO,BERT-IMDB,0.4229175927160584,0.0022257107316269644,18.1
201,1,0.5470703326698618,0.7888184661311906,1,18.1,PESMO,BERT-IMDB,0.4229175927160584,0.0054615004061495855,36.2
202,2,0.4385180407469144,0.3398799305899601,2,18.1,PESMO,BERT-IMDB,0.4229175927160584,0.0031757898512354103,54.300000000000004
203,3,0.5393339275231799,0.7731238753423368,3,18.1,PESMO,BERT-IMDB,0.4229175927160584,0.009589834280997788,72.4
204,4,0.3344315913338153,0.684295045637729,4,18.1,PESMO,BERT-IMDB,0.4429227606834509,0.005706896977423117,90.5
205,5,0.5258901852241721,0.22096384850097395,5,18.1,PESMO,BERT-IMDB,0.4793109700102116,0.004591599626246437,108.6
