,Energy,Error,Method,Architecture
54,0.190890428583243,0.276734614294969,Log-FlexiBO+RF,BERT-SQuAD
55,0.152149356830601,0.277014926948999,Log-FlexiBO+RF,BERT-SQuAD
56,0.144527885251971,0.284482974863472,Log-FlexiBO+RF,BERT-SQuAD
77,0.262337551814933,0.160077712567194,FlexiBO+GP-No Cost,BERT-SQuAD
78,0.231744448368524,0.160525578896933,FlexiBO+GP-No Cost,BERT-SQuAD
79,0.228924263872577,0.172819297383472,FlexiBO+GP-No Cost,BERT-SQuAD
80,0.209485925243524,0.182159199911228,FlexiBO+GP-No Cost,BERT-SQuAD
81,0.193927429475119,0.185408634425923,FlexiBO+GP-No Cost,BERT-SQuAD
82,0.177239161141749,0.192260655236941,FlexiBO+GP-No Cost,BERT-SQuAD
83,0.173303176038112,0.192632984337046,FlexiBO+GP-No Cost,BERT-SQuAD
84,0.168713713759099,0.195682435308281,FlexiBO+GP-No Cost,BERT-SQuAD
85,0.157697539666581,0.196793712894798,FlexiBO+GP-No Cost,BERT-SQuAD
86,0.140332514376997,0.210637345813774,FlexiBO+GP-No Cost,BERT-SQuAD
87,0.135243064544869,0.222179405895117,FlexiBO+GP-No Cost,BERT-SQuAD
88,0.323880085624511,0.197427562733768,FlexiBO+RF-No Cost,BERT-SQuAD
89,0.294126241741354,0.220587105393906,FlexiBO+RF-No Cost,BERT-SQuAD
90,0.282478900112235,0.237327499780315,FlexiBO+RF-No Cost,BERT-SQuAD
91,0.247265030697951,0.242197637992194,FlexiBO+RF-No Cost,BERT-SQuAD
92,0.217253958658456,0.253509321588407,FlexiBO+RF-No Cost,BERT-SQuAD
93,0.210151029799858,0.289030450188556,FlexiBO+RF-No Cost,BERT-SQuAD
94,0.191306599129749,0.294390192452749,FlexiBO+RF-No Cost,BERT-SQuAD
95,0.182936285427925,0.301110923382493,FlexiBO+RF-No Cost,BERT-SQuAD
96,0.179377646126347,0.317475470081109,FlexiBO+RF-No Cost,BERT-SQuAD
97,0.174325256524847,0.319095141714832,FlexiBO+RF-No Cost,BERT-SQuAD
98,0.168430749417743,0.320451636108433,FlexiBO+RF-No Cost,BERT-SQuAD
57,0.314643131505852,0.190303465982889,Ratio-FlexiBO+GP,BERT-SQuAD
58,0.308473734199385,0.192506280403033,Ratio-FlexiBO+GP,BERT-SQuAD
59,0.25174051187417,0.192968011367052,Ratio-FlexiBO+GP,BERT-SQuAD
60,0.243876573064447,0.194372308512731,Ratio-FlexiBO+GP,BERT-SQuAD
61,0.197541555446174,0.269570178560208,Ratio-FlexiBO+GP,BERT-SQuAD
62,0.145067771046851,0.270992891229658,Ratio-FlexiBO+GP,BERT-SQuAD
63,0.139944240466082,0.281744839658563,Ratio-FlexiBO+GP,BERT-SQuAD
64,0.284858338713506,0.216163527846706,Ratio-FlexiBO+RF,BERT-SQuAD
65,0.261338854872584,0.229333824010062,Ratio-FlexiBO+RF,BERT-SQuAD
66,0.271496235290328,0.229426280925748,Ratio-FlexiBO+RF,BERT-SQuAD
67,0.269725026146091,0.241672406840548,Ratio-FlexiBO+RF,BERT-SQuAD
68,0.24184992403569,0.241913279703963,Ratio-FlexiBO+RF,BERT-SQuAD
69,0.231221597725566,0.248949098540632,Ratio-FlexiBO+RF,BERT-SQuAD
70,0.215533067092494,0.252736091147275,Ratio-FlexiBO+RF,BERT-SQuAD
71,0.21448872094697,0.255397766420239,Ratio-FlexiBO+RF,BERT-SQuAD
72,0.210187064408293,0.257135756577637,Ratio-FlexiBO+RF,BERT-SQuAD
73,0.201220660322252,0.263285230841322,Ratio-FlexiBO+RF,BERT-SQuAD
74,0.175365958181863,0.27745300772749,Ratio-FlexiBO+RF,BERT-SQuAD
75,0.15959050632809,0.287500305433191,Ratio-FlexiBO+RF,BERT-SQuAD
76,0.130740971534162,0.299530058993953,Ratio-FlexiBO+RF,BERT-SQuAD
