,Architecture,Method,Contribution
53,SqueezeNet,FlexiBO + GP (Actual),0.4281934754241713
54,SqueezeNet,FlexiBO + GP (Actual),0.38450321261879944
55,SqueezeNet,FlexiBO + GP (Opt),0.6255071539325953
56,SqueezeNet,FlexiBO + GP (Opt),0.6789784468064329
57,SqueezeNet,FlexiBO + GP (Opt),0.6707672051846172
58,SqueezeNet,FlexiBO + GP (Opt),0.6676119044289348
59,SqueezeNet,FlexiBO + GP (Opt),0.6531883868701008
60,SqueezeNet,FlexiBO + GP (Pess),0.5619800105304498
61,SqueezeNet,FlexiBO + GP (Pess),0.5430529196683064
62,SqueezeNet,FlexiBO + GP (Pess),0.5497659209109262
63,SqueezeNet,FlexiBO + GP (Pess),0.508384375627873
64,SqueezeNet,FlexiBO + GP (Pess),0.5576441127910238
65,SqueezeNet,FlexiBO + RF (Actual),0.3548907267372396
66,SqueezeNet,FlexiBO + RF (Actual),0.3614269364896111
67,SqueezeNet,FlexiBO + RF (Actual),0.3789756829167753
68,SqueezeNet,FlexiBO + RF (Actual),0.3561420080457315
69,SqueezeNet,FlexiBO + RF (Actual),0.3550302503680652
70,SqueezeNet,FlexiBO + RF (Opt),0.5651054289804267
71,SqueezeNet,FlexiBO + RF (Opt),0.5753628141061738
72,SqueezeNet,FlexiBO + RF (Opt),0.5656698149492146
73,SqueezeNet,FlexiBO + RF (Opt),0.5792157592437142
74,SqueezeNet,FlexiBO + RF (Opt),0.5718270282089101
75,SqueezeNet,FlexiBO + RF (Pess),0.49890331804233795
76,SqueezeNet,FlexiBO + RF (Pess),0.4996035806282813
77,SqueezeNet,FlexiBO + RF (Pess),0.5013220422559468
78,SqueezeNet,FlexiBO + RF (Pess),0.545554248127942
79,SqueezeNet,FlexiBO + RF (Pess),0.5202065761510526
80,SqueezeNet,PAL,0.46351829375826753
81,SqueezeNet,PAL,0.5115358332778085
82,SqueezeNet,PAL,0.46244783579564114
83,SqueezeNet,PAL,0.5120778439002746
84,SqueezeNet,PAL,0.49695104454624217
85,SqueezeNet,RS,0.1393640210137605
86,SqueezeNet,RS,0.10042226649999082
87,SqueezeNet,RS,0.0776917933077369
88,SqueezeNet,RS,0.15271633140044585
89,SqueezeNet,RS,0.16206954491851763
90,SqueezeNet,SOBO (Acc),0.24171686115521845
91,SqueezeNet,SOBO (Acc),0.28606467606539526
92,SqueezeNet,SOBO (Acc),0.3012677836837447
93,SqueezeNet,SOBO (Acc),0.27851740363765215
94,SqueezeNet,SOBO (Acc),0.2590651720030668
95,SqueezeNet,SOBO (EC),0.2735708045770907
96,SqueezeNet,SOBO (EC),0.29842354639285146
97,SqueezeNet,SOBO (EC),0.2937354406364643
98,SqueezeNet,SOBO (EC),0.24142088587876398
99,SqueezeNet,SOBO (EC),0.2526866551778598
100,ResNet,FlexiBO + GP (Actual),0.40733067477346396
101,ResNet,FlexiBO + GP (Actual),0.46775782632215174
102,ResNet,FlexiBO + GP (Actual),0.39791268206353025
103,ResNet,FlexiBO + GP (Actual),0.40899086975442545
104,ResNet,FlexiBO + GP (Actual),0.4138285767015065
105,ResNet,FlexiBO + GP (Opt),0.689023425093236
106,ResNet,FlexiBO + GP (Opt),0.6841118843878077
107,ResNet,FlexiBO + GP (Opt),0.6949424850431133
108,ResNet,FlexiBO + GP (Opt),0.6629948494831275
109,ResNet,FlexiBO + GP (Opt),0.6781048706257743
110,ResNet,FlexiBO + GP (Pess),0.5728585529561119
111,ResNet,FlexiBO + GP (Pess),0.5997402075523967
112,ResNet,FlexiBO + GP (Pess),0.6013481424995468
113,ResNet,FlexiBO + GP (Pess),0.5911722592912061
114,ResNet,FlexiBO + GP (Pess),0.5511522667043741
115,ResNet,FlexiBO + RF (Actual),0.37027023222081945
116,ResNet,FlexiBO + RF (Actual),0.38012906690067916
117,ResNet,FlexiBO + RF (Actual),0.3722549543499668
118,ResNet,FlexiBO + RF (Actual),0.377412200171008
119,ResNet,FlexiBO + RF (Actual),0.3736813502740639
120,ResNet,FlexiBO + RF (Opt),0.6010037521708648
121,ResNet,FlexiBO + RF (Opt),0.5785378874541149
122,ResNet,FlexiBO + RF (Opt),0.5854145220563732
123,ResNet,FlexiBO + RF (Opt),0.5697196372140004
124,ResNet,FlexiBO + RF (Opt),0.5854351824264964
125,ResNet,FlexiBO + RF (Pess),0.5652011450945827
126,ResNet,FlexiBO + RF (Pess),0.5417026551454314
127,ResNet,FlexiBO + RF (Pess),0.5486724752804787
128,ResNet,FlexiBO + RF (Pess),0.5607519808919117
129,ResNet,FlexiBO + RF (Pess),0.550404104457429
130,ResNet,PAL,0.5397624316928901
131,ResNet,PAL,0.5007605888563588
132,ResNet,PAL,0.5545276341061968
133,ResNet,PAL,0.5098324279476213
134,ResNet,PAL,0.48967768940860407
135,ResNet,RS,0.14874616497903548
136,ResNet,RS,0.1721852167443451
137,ResNet,RS,0.10497673496916415
138,ResNet,RS,0.12834332858291292
139,ResNet,RS,0.15789969718424257
140,ResNet,SOBO (Acc),0.26284548090563276
141,ResNet,SOBO (Acc),0.2175546300783176
142,ResNet,SOBO (Acc),0.22622391989818771
143,ResNet,SOBO (Acc),0.2557468793233536
144,ResNet,SOBO (Acc),0.2819684659574214
145,ResNet,SOBO (EC),0.2768713773798499
146,ResNet,SOBO (EC),0.24954138011254667
147,ResNet,SOBO (EC),0.26740712757731816
148,ResNet,SOBO (EC),0.23814030361803407
149,ResNet,SOBO (EC),0.2764766918379695
150,LeNet,FlexiBO + GP (Actual),0.39533268442595576
151,LeNet,FlexiBO + GP (Actual),0.4080848850812752
152,LeNet,FlexiBO + GP (Actual),0.4234577344895944
153,LeNet,FlexiBO + GP (Actual),0.4269053087168456
154,LeNet,FlexiBO + GP (Actual),0.453394302532711
155,LeNet,FlexiBO + GP (Opt),0.6578656750901302
156,LeNet,FlexiBO + GP (Opt),0.6396879519911421
157,LeNet,FlexiBO + GP (Opt),0.6892486347100197
158,LeNet,FlexiBO + GP (Opt),0.6778798686766166
159,LeNet,FlexiBO + GP (Opt),0.6862120537972463
160,LeNet,FlexiBO + GP (Pess),0.5138371538434243
161,LeNet,FlexiBO + GP (Pess),0.5114041815348612
162,LeNet,FlexiBO + GP (Pess),0.5119606005910655
163,LeNet,FlexiBO + GP (Pess),0.5483486557024505
164,LeNet,FlexiBO + GP (Pess),0.5120198744875871
165,LeNet,FlexiBO + RF (Actual),0.3670045875638332
166,LeNet,FlexiBO + RF (Actual),0.35418617381652445
167,LeNet,FlexiBO + RF (Actual),0.3723243138949779
168,LeNet,FlexiBO + RF (Actual),0.3710648068578948
169,LeNet,FlexiBO + RF (Actual),0.37337220180658215
170,LeNet,FlexiBO + RF (Opt),0.5659764588616377
171,LeNet,FlexiBO + RF (Opt),0.5515680891412295
172,LeNet,FlexiBO + RF (Opt),0.5556316956140335
173,LeNet,FlexiBO + RF (Opt),0.5662568037030337
174,LeNet,FlexiBO + RF (Opt),0.5683946926124072
175,LeNet,FlexiBO + RF (Pess),0.5423686336823336
176,LeNet,FlexiBO + RF (Pess),0.5262413958558596
177,LeNet,FlexiBO + RF (Pess),0.5217282937447756
178,LeNet,FlexiBO + RF (Pess),0.5330537178739843
179,LeNet,FlexiBO + RF (Pess),0.5428343579463395
180,LeNet,PAL,0.5053570101858508
181,LeNet,PAL,0.47003210351097685
182,LeNet,PAL,0.4884885178095242
183,LeNet,PAL,0.47933510484021263
184,LeNet,PAL,0.4638356207706234
185,LeNet,RS,0.17847964943517333
186,LeNet,RS,0.08626989476206816
187,LeNet,RS,0.10111420116900043
188,LeNet,RS,0.1652482191158078
189,LeNet,RS,0.08976818636558659
190,LeNet,SOBO (Acc),0.2433327113740007
191,LeNet,SOBO (Acc),0.28923286090109646
192,LeNet,SOBO (Acc),0.21083711218461582
193,LeNet,SOBO (Acc),0.3060022595827992
194,LeNet,SOBO (Acc),0.2858922733063336
195,LeNet,SOBO (EC),0.2625359133220433
196,LeNet,SOBO (EC),0.28934103179379733
197,LeNet,SOBO (EC),0.2964529757249723
198,LeNet,SOBO (EC),0.23460650614121437
199,LeNet,SOBO (EC),0.2682226387581377
200,MobileNet,FlexiBO + GP (Actual),0.44797931536818636
201,MobileNet,FlexiBO + GP (Actual),0.4185820169339312
202,MobileNet,FlexiBO + GP (Actual),0.41744909798804897
203,MobileNet,FlexiBO + GP (Actual),0.44118526318064244
204,MobileNet,FlexiBO + GP (Actual),0.4364867409508757
205,MobileNet,FlexiBO + GP (Opt),0.6468259943651071
206,MobileNet,FlexiBO + GP (Opt),0.6330599129148119
207,MobileNet,FlexiBO + GP (Opt),0.6675384862213657
208,MobileNet,FlexiBO + GP (Opt),0.6614241079676052
209,MobileNet,FlexiBO + GP (Opt),0.6773206670734812
210,MobileNet,FlexiBO + GP (Pess),0.5523238562821303
211,MobileNet,FlexiBO + GP (Pess),0.5477099701023668
212,MobileNet,FlexiBO + GP (Pess),0.5799686506540023
213,MobileNet,FlexiBO + GP (Pess),0.539379919824441
214,MobileNet,FlexiBO + GP (Pess),0.5056224115866738
215,MobileNet,FlexiBO + RF (Actual),0.3507132510914668
216,MobileNet,FlexiBO + RF (Actual),0.3695482430700027
217,MobileNet,FlexiBO + RF (Actual),0.3595322419334015
218,MobileNet,FlexiBO + RF (Actual),0.37314525326157105
219,MobileNet,FlexiBO + RF (Actual),0.3530012165409456
220,MobileNet,FlexiBO + RF (Opt),0.5808746577888044
221,MobileNet,FlexiBO + RF (Opt),0.5539672578989666
222,MobileNet,FlexiBO + RF (Opt),0.5644960502266332
223,MobileNet,FlexiBO + RF (Opt),0.5713282645241682
224,MobileNet,FlexiBO + RF (Opt),0.5589854728435135
225,MobileNet,FlexiBO + RF (Pess),0.5327034336702167
226,MobileNet,FlexiBO + RF (Pess),0.4989937211366759
227,MobileNet,FlexiBO + RF (Pess),0.5386545947181849
228,MobileNet,FlexiBO + RF (Pess),0.5334148055689906
229,MobileNet,FlexiBO + RF (Pess),0.49683707621291795
230,MobileNet,PAL,0.5260933098413036
231,MobileNet,PAL,0.5247121931871938
232,MobileNet,PAL,0.5237167768590868
233,MobileNet,PAL,0.4753108328816823
234,MobileNet,PAL,0.5017378312514851
235,MobileNet,RS,0.09187596057695369
236,MobileNet,RS,0.12287814666828886
237,MobileNet,RS,0.132814440271665
238,MobileNet,RS,0.1566856972232425
239,MobileNet,RS,0.0844605754560569
240,MobileNet,SOBO (Acc),0.2333530706759932
241,MobileNet,SOBO (Acc),0.2641497438183
242,MobileNet,SOBO (Acc),0.22100736182557854
243,MobileNet,SOBO (Acc),0.19694126854066582
244,MobileNet,SOBO (Acc),0.29936989697269967
245,MobileNet,SOBO (EC),0.22954939161160334
246,MobileNet,SOBO (EC),0.2507184224476109
247,MobileNet,SOBO (EC),0.3001724901043482
248,MobileNet,SOBO (EC),0.28387568250200396
249,MobileNet,SOBO (EC),0.23918545953587111
250,DeepSpeech,FlexiBO + GP (Actual),0.5074513936845478
251,DeepSpeech,FlexiBO + GP (Actual),0.4928374295318081
252,DeepSpeech,FlexiBO + GP (Actual),0.47399001520600825
253,DeepSpeech,FlexiBO + GP (Actual),0.510583822940304
254,DeepSpeech,FlexiBO + GP (Actual),0.5122532586881525
255,DeepSpeech,FlexiBO + GP (Opt),0.751968626245877
256,DeepSpeech,FlexiBO + GP (Opt),0.7951656542296611
257,DeepSpeech,FlexiBO + GP (Opt),0.771215003040469
258,DeepSpeech,FlexiBO + GP (Opt),0.8021422233803297
259,DeepSpeech,FlexiBO + GP (Opt),0.7481189505593794
260,DeepSpeech,FlexiBO + GP (Pess),0.6472654104767849
261,DeepSpeech,FlexiBO + GP (Pess),0.616270415731717
262,DeepSpeech,FlexiBO + GP (Pess),0.6506285680294662
263,DeepSpeech,FlexiBO + GP (Pess),0.6709097122550327
264,DeepSpeech,FlexiBO + GP (Pess),0.6468040188810434
265,DeepSpeech,FlexiBO + RF (Actual),0.4297748102355609
266,DeepSpeech,FlexiBO + RF (Actual),0.45784652410796073
267,DeepSpeech,FlexiBO + RF (Actual),0.4244544916811144
268,DeepSpeech,FlexiBO + RF (Actual),0.4531398230172329
269,DeepSpeech,FlexiBO + RF (Actual),0.4238388299178876
270,DeepSpeech,FlexiBO + RF (Opt),0.658208696069426
271,DeepSpeech,FlexiBO + RF (Opt),0.6615302904587065
272,DeepSpeech,FlexiBO + RF (Opt),0.7009702832201605
273,DeepSpeech,FlexiBO + RF (Opt),0.6703910501041037
274,DeepSpeech,FlexiBO + RF (Opt),0.6693724847296395
275,DeepSpeech,FlexiBO + RF (Pess),0.6161924448598834
276,DeepSpeech,FlexiBO + RF (Pess),0.6449144464446326
277,DeepSpeech,FlexiBO + RF (Pess),0.613008293707223
278,DeepSpeech,FlexiBO + RF (Pess),0.6359160867595327
279,DeepSpeech,FlexiBO + RF (Pess),0.6344392738752831
280,DeepSpeech,PAL,0.5971332810207225
281,DeepSpeech,PAL,0.6191243564455757
282,DeepSpeech,PAL,0.5620982164465802
283,DeepSpeech,PAL,0.623276420191325
284,DeepSpeech,PAL,0.6153334337611334
285,DeepSpeech,RS,0.18978939206805734
286,DeepSpeech,RS,0.1996098565922633
287,DeepSpeech,RS,0.21304953558351658
288,DeepSpeech,RS,0.17142684865763175
289,DeepSpeech,RS,0.10613319830646803
290,DeepSpeech,SOBO (Acc),0.2630954246675026
291,DeepSpeech,SOBO (Acc),0.333119483736136
292,DeepSpeech,SOBO (Acc),0.24526998688778928
293,DeepSpeech,SOBO (Acc),0.3181258322772009
294,DeepSpeech,SOBO (Acc),0.3275448834641839
295,DeepSpeech,SOBO (EC),0.314487628631119
296,DeepSpeech,SOBO (EC),0.31699347312780185
297,DeepSpeech,SOBO (EC),0.29211941414431647
298,DeepSpeech,SOBO (EC),0.26850910531861616
299,DeepSpeech,SOBO (EC),0.3278969113063667
300,BERT-SQuAD,FlexiBO + GP (Actual),0.4210119081805886
301,BERT-SQuAD,FlexiBO + GP (Actual),0.4174261816430532
302,BERT-SQuAD,FlexiBO + GP (Actual),0.39529620339058524
303,BERT-SQuAD,FlexiBO + GP (Actual),0.39804888720702264
304,BERT-SQuAD,FlexiBO + GP (Actual),0.4024987987474754
305,BERT-SQuAD,FlexiBO + GP (Opt),0.6659288957209668
306,BERT-SQuAD,FlexiBO + GP (Opt),0.6936577884766644
307,BERT-SQuAD,FlexiBO + GP (Opt),0.6676910135357096
308,BERT-SQuAD,FlexiBO + GP (Opt),0.6731791059334056
309,BERT-SQuAD,FlexiBO + GP (Opt),0.667513064051624
310,BERT-SQuAD,FlexiBO + GP (Pess),0.5509477907250009
311,BERT-SQuAD,FlexiBO + GP (Pess),0.5381208041667128
312,BERT-SQuAD,FlexiBO + GP (Pess),0.5537103096196363
313,BERT-SQuAD,FlexiBO + GP (Pess),0.551428590250862
314,BERT-SQuAD,FlexiBO + GP (Pess),0.5177228354265442
315,BERT-SQuAD,FlexiBO + RF (Actual),0.37808562559281816
316,BERT-SQuAD,FlexiBO + RF (Actual),0.3702514406219751
317,BERT-SQuAD,FlexiBO + RF (Actual),0.3699229374731829
318,BERT-SQuAD,FlexiBO + RF (Actual),0.38744306554397673
319,BERT-SQuAD,FlexiBO + RF (Actual),0.3858384358702302
320,BERT-SQuAD,FlexiBO + RF (Opt),0.5949739023241091
321,BERT-SQuAD,FlexiBO + RF (Opt),0.5798435330960757
322,BERT-SQuAD,FlexiBO + RF (Opt),0.5826030140516256
323,BERT-SQuAD,FlexiBO + RF (Opt),0.5687521633796317
324,BERT-SQuAD,FlexiBO + RF (Opt),0.5877086242539987
325,BERT-SQuAD,FlexiBO + RF (Pess),0.5542768393490071
326,BERT-SQuAD,FlexiBO + RF (Pess),0.537008545003714
327,BERT-SQuAD,FlexiBO + RF (Pess),0.5311868884020986
328,BERT-SQuAD,FlexiBO + RF (Pess),0.5081835653678247
329,BERT-SQuAD,FlexiBO + RF (Pess),0.5098008231193119
330,BERT-SQuAD,PAL,0.5473417082341243
331,BERT-SQuAD,PAL,0.5449005085960366
332,BERT-SQuAD,PAL,0.47432725818726096
333,BERT-SQuAD,PAL,0.5429176613317254
334,BERT-SQuAD,PAL,0.4956980680720024
335,BERT-SQuAD,RS,0.17403851984427532
336,BERT-SQuAD,RS,0.10146274499183051
337,BERT-SQuAD,RS,0.12534349368500763
338,BERT-SQuAD,RS,0.11295013764590632
339,BERT-SQuAD,RS,0.17231398604946374
340,BERT-SQuAD,SOBO (Acc),0.19331017359226282
341,BERT-SQuAD,SOBO (Acc),0.29382957100335405
342,BERT-SQuAD,SOBO (Acc),0.21151688095892843
343,BERT-SQuAD,SOBO (Acc),0.20097481748204904
344,BERT-SQuAD,SOBO (Acc),0.23287822953252937
345,BERT-SQuAD,SOBO (EC),0.23974062229025841
346,BERT-SQuAD,SOBO (EC),0.3036176250424554
347,BERT-SQuAD,SOBO (EC),0.29834064299800556
348,BERT-SQuAD,SOBO (EC),0.2649214306657501
349,BERT-SQuAD,SOBO (EC),0.2516080227849043
350,BERT-IMDB,FlexiBO + GP (Actual),0.4613118656773454
351,BERT-IMDB,FlexiBO + GP (Actual),0.461400490737947
352,BERT-IMDB,FlexiBO + GP (Actual),0.41770256951180246
353,BERT-IMDB,FlexiBO + GP (Actual),0.47065397822692107
354,BERT-IMDB,FlexiBO + GP (Actual),0.43421750259751163
355,BERT-IMDB,FlexiBO + GP (Opt),0.6709814132234929
356,BERT-IMDB,FlexiBO + GP (Opt),0.6948410731717742
357,BERT-IMDB,FlexiBO + GP (Opt),0.6858806111341091
358,BERT-IMDB,FlexiBO + GP (Opt),0.7055883725540079
359,BERT-IMDB,FlexiBO + GP (Opt),0.6700017928870811
360,BERT-IMDB,FlexiBO + GP (Pess),0.5935989991330429
361,BERT-IMDB,FlexiBO + GP (Pess),0.5618835938052695
362,BERT-IMDB,FlexiBO + GP (Pess),0.5497169633237083
363,BERT-IMDB,FlexiBO + GP (Pess),0.5967763950443675
364,BERT-IMDB,FlexiBO + GP (Pess),0.5772622921363313
365,BERT-IMDB,FlexiBO + RF (Actual),0.3740763182476112
366,BERT-IMDB,FlexiBO + RF (Actual),0.3599848755084126
367,BERT-IMDB,FlexiBO + RF (Actual),0.3693781672879107
368,BERT-IMDB,FlexiBO + RF (Actual),0.38434379107875977
369,BERT-IMDB,FlexiBO + RF (Actual),0.3890020960736773
370,BERT-IMDB,FlexiBO + RF (Opt),0.5877289754717079
371,BERT-IMDB,FlexiBO + RF (Opt),0.5958716231308435
372,BERT-IMDB,FlexiBO + RF (Opt),0.5952852505846038
373,BERT-IMDB,FlexiBO + RF (Opt),0.5775234992450405
374,BERT-IMDB,FlexiBO + RF (Opt),0.5845465799272962
375,BERT-IMDB,FlexiBO + RF (Pess),0.5658749818909727
376,BERT-IMDB,FlexiBO + RF (Pess),0.5625666346726882
377,BERT-IMDB,FlexiBO + RF (Pess),0.5560117420158269
378,BERT-IMDB,FlexiBO + RF (Pess),0.5524531629319956
379,BERT-IMDB,FlexiBO + RF (Pess),0.5338339255522265
380,BERT-IMDB,PAL,0.5439970832103835
381,BERT-IMDB,PAL,0.49118760848925824
382,BERT-IMDB,PAL,0.5273259009407727
383,BERT-IMDB,PAL,0.5029851338445602
384,BERT-IMDB,PAL,0.48378446467325753
385,BERT-IMDB,RS,0.1152468382421577
386,BERT-IMDB,RS,0.0926478644959018
387,BERT-IMDB,RS,0.08899462724186805
388,BERT-IMDB,RS,0.12843305515805603
389,BERT-IMDB,RS,0.12569225690135788
390,BERT-IMDB,SOBO (Acc),0.3048431984064597
391,BERT-IMDB,SOBO (Acc),0.2123728229041366
392,BERT-IMDB,SOBO (Acc),0.3054970772130916
393,BERT-IMDB,SOBO (Acc),0.2296221764072447
394,BERT-IMDB,SOBO (Acc),0.23806918205344477
395,BERT-IMDB,SOBO (EC),0.23284814144113092
396,BERT-IMDB,SOBO (EC),0.3012685740456972
397,BERT-IMDB,SOBO (EC),0.31019668658641386
398,BERT-IMDB,SOBO (EC),0.26256486249088357
399,BERT-IMDB,SOBO (EC),0.2672531670049954
